REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
RE1,CA_DEMRESELCOTH_LOW_URB,1,2043,0.0
RE1,CA_DEMRESELCOTH_LOW_URB,2,2043,0.0
RE1,CA_DEMRESELCOTH_MID_RUR,1,2043,0.0
RE1,CA_DEMRESELCOTH_MID_RUR,2,2043,0.0
RE1,CA_DEMRESELCOTH_MID_URB,1,2043,0.0
RE1,CA_DEMRESELCOTH_MID_URB,2,2043,0.0
RE1,CA_DEMRESELCREF_HIG_RUR,1,2043,0.0
RE1,CA_DEMRESELCREF_HIG_RUR,2,2043,0.0
RE1,CA_DEMRESELCREF_HIG_URB,1,2043,0.0
RE1,CA_DEMRESELCREF_HIG_URB,2,2043,0.0
RE1,CA_DEMRESELCREF_LOW_RUR,1,2043,0.0
RE1,CA_DEMRESELCREF_LOW_RUR,2,2043,0.0
RE1,CA_DEMRESELCREF_LOW_URB,1,2043,0.0
RE1,CA_DEMRESELCREF_LOW_URB,2,2043,0.0
RE1,CA_DEMRESELCREF_MID_RUR,1,2043,0.0
RE1,CA_DEMRESELCREF_MID_RUR,2,2043,0.0
RE1,CA_DEMRESELCREF_MID_URB,1,2043,0.0
RE1,CA_DEMRESELCREF_MID_URB,2,2043,0.0
RE1,CA_DEMRESELCTV_CRT_RUR,1,2043,0.0
RE1,CA_DEMRESELCTV_CRT_RUR,2,2043,0.0
RE1,CA_DEMRESELCTV_CRT_URB,1,2043,0.0
RE1,CA_DEMRESELCTV_CRT_URB,2,2043,0.0
RE1,CA_DEMRESELCTV_HIG_RUR,1,2043,0.0
RE1,CA_DEMRESELCTV_HIG_RUR,2,2043,0.0
RE1,CA_DEMRESELCTV_HIG_URB,1,2043,0.0
RE1,CA_DEMRESELCTV_HIG_URB,2,2043,0.0
RE1,CA_DEMRESELCTV_LOW_RUR,1,2043,0.0
RE1,CA_DEMRESELCTV_LOW_RUR,2,2043,0.0
RE1,CA_DEMRESELCTV_LOW_URB,1,2043,0.0
RE1,CA_DEMRESELCTV_LOW_URB,2,2043,0.0
RE1,CA_DEMRESELCTV_MID_RUR,1,2043,0.0
RE1,CA_DEMRESELCTV_MID_RUR,2,2043,0.0
RE1,CA_DEMRESELCTV_MID_URB,1,2043,0.0
RE1,CA_DEMRESELCTV_MID_URB,2,2043,0.0
RE1,CA_DEMRESELCWHT_DUC_HIG_RUR,1,2043,0.0
RE1,CA_DEMRESELCWHT_DUC_HIG_RUR,2,2043,0.0
RE1,CA_DEMRESELCWHT_DUC_HIG_URB,1,2043,0.0
RE1,CA_DEMRESELCWHT_DUC_HIG_URB,2,2043,0.0
RE1,CA_DEMRESELCWHT_DUC_LOW_RUR,1,2043,0.0
RE1,CA_DEMRESELCWHT_DUC_LOW_RUR,2,2043,0.0
RE1,CA_DEMRESELCWHT_DUC_LOW_URB,1,2043,0.0
RE1,CA_DEMRESELCWHT_DUC_LOW_URB,2,2043,0.0
RE1,CA_DEMRESELCWHT_DUC_MID_RUR,1,2043,0.0
RE1,CA_DEMRESELCWHT_DUC_MID_RUR,2,2043,0.0
RE1,CA_DEMRESELCWHT_DUC_MID_URB,1,2043,0.0
RE1,CA_DEMRESELCWHT_DUC_MID_URB,2,2043,0.0
RE1,CA_DEMRESELCWHT_PAS_HIG_RUR,1,2043,0.0
RE1,CA_DEMRESELCWHT_PAS_HIG_RUR,2,2043,0.0
RE1,CA_DEMRESELCWHT_PAS_HIG_URB,1,2043,0.0
RE1,CA_DEMRESELCWHT_PAS_HIG_URB,2,2043,0.0
RE1,CA_DEMRESELCWHT_PAS_LOW_RUR,1,2043,0.0
RE1,CA_DEMRESELCWHT_PAS_LOW_RUR,2,2043,0.0
RE1,CA_DEMRESELCWHT_PAS_LOW_URB,1,2043,0.0
RE1,CA_DEMRESELCWHT_PAS_LOW_URB,2,2043,0.0
RE1,CA_DEMRESELCWHT_PAS_MID_RUR,1,2043,0.0
RE1,CA_DEMRESELCWHT_PAS_MID_RUR,2,2043,0.0
RE1,CA_DEMRESELCWHT_PAS_MID_URB,1,2043,0.0
RE1,CA_DEMRESELCWHT_PAS_MID_URB,2,2043,0.0
RE1,CA_DEMRESELCWHT_TAN_HIG_RUR,1,2043,0.0
RE1,CA_DEMRESELCWHT_TAN_HIG_RUR,2,2043,0.0
RE1,CA_DEMRESELCWHT_TAN_HIG_URB,1,2043,0.0
RE1,CA_DEMRESELCWHT_TAN_HIG_URB,2,2043,0.0
RE1,CA_DEMRESELCWHT_TAN_LOW_RUR,1,2043,0.0
RE1,CA_DEMRESELCWHT_TAN_LOW_RUR,2,2043,0.0
RE1,CA_DEMRESELCWHT_TAN_LOW_URB,1,2043,0.0
RE1,CA_DEMRESELCWHT_TAN_LOW_URB,2,2043,0.0
RE1,CA_DEMRESELCWHT_TAN_MID_RUR,1,2043,0.0
RE1,CA_DEMRESELCWHT_TAN_MID_RUR,2,2043,0.0
RE1,CA_DEMRESELCWHT_TAN_MID_URB,1,2043,0.0
RE1,CA_DEMRESELCWHT_TAN_MID_URB,2,2043,0.0
RE1,CA_DEMRESELCWSH_HIG_RUR,1,2043,0.0
RE1,CA_DEMRESELCWSH_HIG_RUR,2,2043,0.0
RE1,CA_DEMRESELCWSH_HIG_URB,1,2043,0.0
RE1,CA_DEMRESELCWSH_HIG_URB,2,2043,0.0
RE1,CA_DEMRESELCWSH_LOW_RUR,1,2043,0.0
RE1,CA_DEMRESELCWSH_LOW_RUR,2,2043,0.0
RE1,CA_DEMRESELCWSH_LOW_URB,1,2043,0.0
RE1,CA_DEMRESELCWSH_LOW_URB,2,2043,0.0
RE1,CA_DEMRESELCWSH_MID_RUR,1,2043,0.0
RE1,CA_DEMRESELCWSH_MID_RUR,2,2043,0.0
RE1,CA_DEMRESELCWSH_MID_URB,1,2043,0.0
RE1,CA_DEMRESELCWSH_MID_URB,2,2043,0.0
RE1,CA_DEMRESLPGCKN_HIG_RUR,1,2043,0.0
RE1,CA_DEMRESLPGCKN_HIG_RUR,2,2043,0.0
RE1,CA_DEMRESLPGCKN_HIG_URB,1,2043,0.0
RE1,CA_DEMRESLPGCKN_HIG_URB,2,2043,0.0
RE1,CA_DEMRESLPGCKN_LOW_RUR,1,2043,0.0
RE1,CA_DEMRESLPGCKN_LOW_RUR,2,2043,0.0
RE1,CA_DEMRESLPGCKN_LOW_URB,1,2043,0.0
RE1,CA_DEMRESLPGCKN_LOW_URB,2,2043,0.0
RE1,CA_DEMRESLPGCKN_MID_RUR,1,2043,0.0
RE1,CA_DEMRESLPGCKN_MID_RUR,2,2043,0.0
RE1,CA_DEMRESLPGCKN_MID_URB,1,2043,0.0
RE1,CA_DEMRESLPGCKN_MID_URB,2,2043,0.0
RE1,CA_DEMRESNGSCKN_HIG_RUR,1,2043,0.0
RE1,CA_DEMRESNGSCKN_HIG_RUR,2,2043,0.0
RE1,CA_DEMRESNGSCKN_HIG_URB,1,2043,0.0
RE1,CA_DEMRESNGSCKN_HIG_URB,2,2043,0.0
RE1,CA_DEMRESNGSCKN_LOW_RUR,1,2043,0.0
RE1,CA_DEMRESNGSCKN_LOW_RUR,2,2043,0.0
RE1,CA_DEMRESNGSCKN_LOW_URB,1,2043,0.0
RE1,CA_DEMRESNGSCKN_LOW_URB,2,2043,0.0
RE1,CA_DEMRESNGSCKN_MID_RUR,1,2043,0.0
RE1,CA_DEMRESNGSCKN_MID_RUR,2,2043,0.0
RE1,CA_DEMRESNGSCKN_MID_URB,1,2043,0.0
RE1,CA_DEMRESNGSCKN_MID_URB,2,2043,0.0
RE1,CA_DEMRESNGSWHT_FOR_HIG_RUR,1,2043,0.0
RE1,CA_DEMRESNGSWHT_FOR_HIG_RUR,2,2043,0.0
RE1,CA_DEMRESNGSWHT_FOR_HIG_URB,1,2043,0.0
RE1,CA_DEMRESNGSWHT_FOR_HIG_URB,2,2043,0.0
RE1,CA_DEMRESNGSWHT_FOR_LOW_RUR,1,2043,0.0
RE1,CA_DEMRESNGSWHT_FOR_LOW_RUR,2,2043,0.0
RE1,CA_DEMRESNGSWHT_FOR_LOW_URB,1,2043,0.0
RE1,CA_DEMRESNGSWHT_FOR_LOW_URB,2,2043,0.0
RE1,CA_DEMRESNGSWHT_FOR_MID_RUR,1,2043,0.0
RE1,CA_DEMRESNGSWHT_FOR_MID_RUR,2,2043,0.0
RE1,CA_DEMRESNGSWHT_FOR_MID_URB,1,2043,0.0
RE1,CA_DEMRESNGSWHT_FOR_MID_URB,2,2043,0.0
RE1,CA_DEMRESNGSWHT_NAT_HIG_RUR,1,2043,0.0
RE1,CA_DEMRESNGSWHT_NAT_HIG_RUR,2,2043,0.0
RE1,CA_DEMRESNGSWHT_NAT_HIG_URB,1,2043,0.0
RE1,CA_DEMRESNGSWHT_NAT_HIG_URB,2,2043,0.0
RE1,CA_DEMRESNGSWHT_NAT_LOW_RUR,1,2043,0.0
RE1,CA_DEMRESNGSWHT_NAT_LOW_RUR,2,2043,0.0
RE1,CA_DEMRESNGSWHT_NAT_LOW_URB,1,2043,0.0
RE1,CA_DEMRESNGSWHT_NAT_LOW_URB,2,2043,0.0
RE1,CA_DEMRESNGSWHT_NAT_MID_RUR,1,2043,0.0
RE1,CA_DEMRESNGSWHT_NAT_MID_RUR,2,2043,0.0
RE1,CA_DEMRESNGSWHT_NAT_MID_URB,1,2043,0.0
RE1,CA_DEMRESNGSWHT_NAT_MID_URB,2,2043,0.0
RE1,CA_DEMRESWOOCKN_HIG_RUR,1,2043,0.0
RE1,CA_DEMRESWOOCKN_HIG_RUR,2,2043,0.0
RE1,CA_DEMRESWOOCKN_HIG_URB,1,2043,0.0
RE1,CA_DEMRESWOOCKN_HIG_URB,2,2043,0.0
RE1,CA_DEMRESWOOCKN_LOW_RUR,1,2043,0.0
RE1,CA_DEMRESWOOCKN_LOW_RUR,2,2043,0.0
RE1,CA_DEMRESWOOCKN_LOW_URB,1,2043,0.0
RE1,CA_DEMRESWOOCKN_LOW_URB,2,2043,0.0
RE1,CA_DEMRESWOOCKN_MID_RUR,1,2043,0.0
RE1,CA_DEMRESWOOCKN_MID_RUR,2,2043,0.0
RE1,CA_DEMRESWOOCKN_MID_URB,1,2043,0.0
RE1,CA_DEMRESWOOCKN_MID_URB,2,2043,0.0
RE1,CA_DEMTERBGSCKN_HIG,1,2043,0.0
RE1,CA_DEMTERBGSCKN_HIG,2,2043,0.0
RE1,CA_DEMTERBGSCKN_LOW,1,2043,0.0
RE1,CA_DEMTERBGSCKN_LOW,2,2043,0.0
RE1,CA_DEMTERBGSCKN_MID,1,2043,0.0
RE1,CA_DEMTERBGSCKN_MID,2,2043,0.0
RE1,CA_DEMTERELCACL_HIG,1,2043,0.0
RE1,CA_DEMTERELCACL_HIG,2,2043,0.0
RE1,CA_DEMTERELCACL_LOW,1,2043,0.0
RE1,CA_DEMTERELCACL_LOW,2,2043,0.0
RE1,CA_DEMTERELCACL_MID,1,2043,0.0
RE1,CA_DEMTERELCACL_MID,2,2043,0.0
RE1,CA_DEMTERELCAIR_CEN_HIG,1,2043,0.0
RE1,CA_DEMTERELCAIR_CEN_HIG,2,2043,0.0
RE1,CA_DEMTERELCAIR_CEN_LOW,1,2043,0.0
RE1,CA_DEMTERELCAIR_CEN_LOW,2,2043,0.0
RE1,CA_DEMTERELCAIR_CEN_MID,1,2043,0.0
RE1,CA_DEMTERELCAIR_CEN_MID,2,2043,0.0
RE1,CA_DEMTERELCAIR_SPL_HIG,1,2043,0.0
RE1,CA_DEMTERELCAIR_SPL_HIG,2,2043,0.0
RE1,CA_DEMTERELCAIR_SPL_LOW,1,2043,0.0
RE1,CA_DEMTERELCAIR_SPL_LOW,2,2043,0.0
RE1,CA_DEMTERELCAIR_SPL_MID,1,2043,0.0
RE1,CA_DEMTERELCAIR_SPL_MID,2,2043,0.0
RE1,CA_DEMTERELCCKN_HIG,1,2043,0.0
RE1,CA_DEMTERELCCKN_HIG,2,2043,0.0
RE1,CA_DEMTERELCCKN_LOW,1,2043,0.0
RE1,CA_DEMTERELCCKN_LOW,2,2043,0.0
RE1,CA_DEMTERELCCKN_MID,1,2043,0.0
RE1,CA_DEMTERELCCKN_MID,2,2043,0.0
RE1,CA_DEMTERELCDATA,1,2043,0.0
RE1,CA_DEMTERELCDATA,2,2043,0.0
RE1,CA_DEMTERELCFAN_HIG,1,2043,0.0
RE1,CA_DEMTERELCFAN_HIG,2,2043,0.0
RE1,CA_DEMTERELCFAN_LOW,1,2043,0.0
RE1,CA_DEMTERELCFAN_LOW,2,2043,0.0
RE1,CA_DEMTERELCFAN_MID,1,2043,0.0
RE1,CA_DEMTERELCFAN_MID,2,2043,0.0
RE1,CA_DEMTERELCILU_CIA,1,2043,0.0
RE1,CA_DEMTERELCILU_CIA,2,2043,0.0
RE1,CA_DEMTERELCILU_HAL,1,2043,0.0
RE1,CA_DEMTERELCILU_HAL,2,2043,0.0
RE1,CA_DEMTERELCILU_HIG,1,2043,0.0
RE1,CA_DEMTERELCILU_HIG,2,2043,0.0
RE1,CA_DEMTERELCILU_LFC,1,2043,0.0
RE1,CA_DEMTERELCILU_LFC,2,2043,0.0
RE1,CA_DEMTERELCILU_LOW,1,2043,0.0
RE1,CA_DEMTERELCILU_LOW,2,2043,0.0
RE1,CA_DEMTERELCILU_MID,1,2043,0.0
RE1,CA_DEMTERELCILU_MID,2,2043,0.0
RE1,CA_DEMTERELCILU_VAP,1,2043,0.0
RE1,CA_DEMTERELCILU_VAP,2,2043,0.0
RE1,CA_DEMTERELCMPW_HIG,1,2043,0.0
RE1,CA_DEMTERELCMPW_HIG,2,2043,0.0
RE1,CA_DEMTERELCMPW_LOW,1,2043,0.0
RE1,CA_DEMTERELCMPW_LOW,2,2043,0.0
RE1,CA_DEMTERELCMPW_MID,1,2043,0.0
RE1,CA_DEMTERELCMPW_MID,2,2043,0.0
RE1,CA_DEMTERELCOTH_HIG,1,2043,0.0
RE1,CA_DEMTERELCOTH_HIG,2,2043,0.0
RE1,CA_DEMTERELCOTH_LOW,1,2043,0.0
RE1,CA_DEMTERELCOTH_LOW,2,2043,0.0
RE1,CA_DEMTERELCOTH_MID,1,2043,0.0
RE1,CA_DEMTERELCOTH_MID,2,2043,0.0
RE1,CA_DEMTERELCREF_AUC_HIG,1,2043,0.0
RE1,CA_DEMTERELCREF_AUC_HIG,2,2043,0.0
RE1,CA_DEMTERELCREF_AUC_LOW,1,2043,0.0
RE1,CA_DEMTERELCREF_AUC_LOW,2,2043,0.0
RE1,CA_DEMTERELCREF_AUC_MID,1,2043,0.0
RE1,CA_DEMTERELCREF_AUC_MID,2,2043,0.0
RE1,CA_DEMTERELCREF_CEN_HIG,1,2043,0.0
RE1,CA_DEMTERELCREF_CEN_HIG,2,2043,0.0
RE1,CA_DEMTERELCREF_CEN_LOW,1,2043,0.0
RE1,CA_DEMTERELCREF_CEN_LOW,2,2043,0.0
RE1,CA_DEMTERELCREF_CEN_MID,1,2043,0.0
RE1,CA_DEMTERELCREF_CEN_MID,2,2043,0.0
RE1,CA_DEMTERLPGCKN_HIG,1,2043,0.0
RE1,CA_DEMTERLPGCKN_HIG,2,2043,0.0
RE1,CA_DEMTERLPGCKN_LOW,1,2043,0.0
RE1,CA_DEMTERLPGCKN_LOW,2,2043,0.0
RE1,CA_DEMTERLPGCKN_MID,1,2043,0.0
RE1,CA_DEMTERLPGCKN_MID,2,2043,0.0
RE1,CA_DEMTERNGSCKN_HIG,1,2043,0.0
RE1,CA_DEMTERNGSCKN_HIG,2,2043,0.0
RE1,CA_DEMTERNGSCKN_LOW,1,2043,0.0
RE1,CA_DEMTERNGSCKN_LOW,2,2043,0.0
RE1,CA_DEMTERNGSCKN_MID,1,2043,0.0
RE1,CA_DEMTERNGSCKN_MID,2,2043,0.0
RE1,CA_DEMTRADSLBOT,1,2043,0.0
RE1,CA_DEMTRADSLBOT,2,2043,0.0
RE1,CA_DEMTRADSLBUS_ART,1,2043,0.0
RE1,CA_DEMTRADSLBUS_ART,2,2043,0.0
RE1,CA_DEMTRADSLBUS_BIA,1,2043,0.0
RE1,CA_DEMTRADSLBUS_BIA,2,2043,0.0
RE1,CA_DEMTRADSLBUS_IMU,1,2043,0.0
RE1,CA_DEMTRADSLBUS_IMU,2,2043,0.0
RE1,CA_DEMTRADSLBUS_URB,1,2043,0.0
RE1,CA_DEMTRADSLBUS_URB,2,2043,0.0
RE1,CA_DEMTRADSLFWD,1,2043,0.0
RE1,CA_DEMTRADSLFWD,2,2043,0.0
RE1,CA_DEMTRADSLLDV,1,2043,0.0
RE1,CA_DEMTRADSLLDV,2,2043,0.0
RE1,CA_DEMTRADSLMIC,1,2043,0.0
RE1,CA_DEMTRADSLMIC,2,2043,0.0
RE1,CA_DEMTRADSLSHP,1,2043,0.0
RE1,CA_DEMTRADSLSHP,2,2043,0.0
RE1,CA_DEMTRADSLSTT,1,2043,0.0
RE1,CA_DEMTRADSLSTT,2,2043,0.0
RE1,CA_DEMTRADSLTAX,1,2043,0.0
RE1,CA_DEMTRADSLTAX,2,2043,0.0
RE1,CA_DEMTRADSLTCK_C2P,1,2043,0.0
RE1,CA_DEMTRADSLTCK_C2P,2,2043,0.0
RE1,CA_DEMTRADSLTCK_CSG,1,2043,0.0
RE1,CA_DEMTRADSLTCK_CSG,2,2043,0.0
RE1,CA_DEMTRAELCBOT,1,2043,0.0
RE1,CA_DEMTRAELCBOT,2,2043,0.0
RE1,CA_DEMTRAELCBUS_ART,1,2043,0.0
RE1,CA_DEMTRAELCBUS_ART,2,2043,0.0
RE1,CA_DEMTRAELCBUS_BIA,1,2043,0.0
RE1,CA_DEMTRAELCBUS_BIA,2,2043,0.0
RE1,CA_DEMTRAELCBUS_IMU,1,2043,0.0
RE1,CA_DEMTRAELCBUS_IMU,2,2043,0.0
RE1,CA_DEMTRAELCBUS_URB,1,2043,0.0
RE1,CA_DEMTRAELCBUS_URB,2,2043,0.0
RE1,CA_DEMTRAELCFWD,1,2043,0.0
RE1,CA_DEMTRAELCFWD,2,2043,0.0
RE1,CA_DEMTRAELCLDV,1,2043,0.0
RE1,CA_DEMTRAELCLDV,2,2043,0.0
RE1,CA_DEMTRAELCMIC,1,2043,0.0
RE1,CA_DEMTRAELCMIC,2,2043,0.0
RE1,CA_DEMTRAELCMTC,1,2043,0.0
RE1,CA_DEMTRAELCMTC,2,2043,0.0
RE1,CA_DEMTRAELCSTT,1,2043,0.0
RE1,CA_DEMTRAELCSTT,2,2043,0.0
RE1,CA_DEMTRAELCTAX,1,2043,0.0
RE1,CA_DEMTRAELCTAX,2,2043,0.0
RE1,CA_DEMTRAELCTCK_C2P,1,2043,0.0
RE1,CA_DEMTRAELCTCK_C2P,2,2043,0.0
RE1,CA_DEMTRAELCTCK_CSG,1,2043,0.0
RE1,CA_DEMTRAELCTCK_CSG,2,2043,0.0
RE1,CA_DEMTRAFOLSHP,1,2043,0.0
RE1,CA_DEMTRAFOLSHP,2,2043,0.0
RE1,CA_DEMTRAGSLBOT,1,2043,0.0
RE1,CA_DEMTRAGSLBOT,2,2043,0.0
RE1,CA_DEMTRAGSLBUS_IMU,1,2043,0.0
RE1,CA_DEMTRAGSLBUS_IMU,2,2043,0.0
RE1,CA_DEMTRAGSLBUS_URB,1,2043,0.0
RE1,CA_DEMTRAGSLBUS_URB,2,2043,0.0
RE1,CA_DEMTRAGSLFWD,1,2043,0.0
RE1,CA_DEMTRAGSLFWD,2,2043,0.0
RE1,CA_DEMTRAGSLLDV,1,2043,0.0
RE1,CA_DEMTRAGSLLDV,2,2043,0.0
RE1,CA_DEMTRAGSLMIC,1,2043,0.0
RE1,CA_DEMTRAGSLMIC,2,2043,0.0
RE1,CA_DEMTRAGSLMTC,1,2043,0.0
RE1,CA_DEMTRAGSLMTC,2,2043,0.0
RE1,CA_DEMTRAGSLSTT,1,2043,0.0
RE1,CA_DEMTRAGSLSTT,2,2043,0.0
RE1,CA_DEMTRAGSLTAX,1,2043,0.0
RE1,CA_DEMTRAGSLTAX,2,2043,0.0
RE1,CA_DEMTRAGSLTCK_C2P,1,2043,0.0
RE1,CA_DEMTRAGSLTCK_C2P,2,2043,0.0
RE1,CA_DEMTRAHDGBUS_IMU,1,2043,0.0
RE1,CA_DEMTRAHDGBUS_IMU,2,2043,0.0
RE1,CA_DEMTRAHDGBUS_URB,1,2043,0.0
RE1,CA_DEMTRAHDGBUS_URB,2,2043,0.0
RE1,CA_DEMTRAHDGFWD,1,2043,0.0
RE1,CA_DEMTRAHDGFWD,2,2043,0.0
RE1,CA_DEMTRAHDGLDV,1,2043,0.0
RE1,CA_DEMTRAHDGLDV,2,2043,0.0
RE1,CA_DEMTRAHDGMIC,1,2043,0.0
RE1,CA_DEMTRAHDGMIC,2,2043,0.0
RE1,CA_DEMTRAHDGSTT,1,2043,0.0
RE1,CA_DEMTRAHDGSTT,2,2043,0.0
RE1,CA_DEMTRAHDGTAX,1,2043,0.0
RE1,CA_DEMTRAHDGTAX,2,2043,0.0
RE1,CA_DEMTRAHDGTCK_CSG,1,2043,0.0
RE1,CA_DEMTRAHDGTCK_CSG,2,2043,0.0
RE1,CA_DEMTRAHEVFWD,1,2043,0.0
RE1,CA_DEMTRAHEVFWD,2,2043,0.0
RE1,CA_DEMTRAHEVLDV,1,2043,0.0
RE1,CA_DEMTRAHEVLDV,2,2043,0.0
RE1,CA_DEMTRAJETAVI,1,2043,0.0
RE1,CA_DEMTRAJETAVI,2,2043,0.0
RE1,CA_DEMTRAJETSAFAVI,1,2043,0.0
RE1,CA_DEMTRAJETSAFAVI,2,2043,0.0
RE1,CA_DEMTRANGSBUS_ART,1,2043,0.0
RE1,CA_DEMTRANGSBUS_ART,2,2043,0.0
RE1,CA_DEMTRANGSBUS_BIA,1,2043,0.0
RE1,CA_DEMTRANGSBUS_BIA,2,2043,0.0
RE1,CA_DEMTRANGSBUS_IMU,1,2043,0.0
RE1,CA_DEMTRANGSBUS_IMU,2,2043,0.0
RE1,CA_DEMTRANGSBUS_URB,1,2043,0.0
RE1,CA_DEMTRANGSBUS_URB,2,2043,0.0
RE1,CA_DEMTRANGSFWD,1,2043,0.0
RE1,CA_DEMTRANGSFWD,2,2043,0.0
RE1,CA_DEMTRANGSLDV,1,2043,0.0
RE1,CA_DEMTRANGSLDV,2,2043,0.0
RE1,CA_DEMTRANGSMIC,1,2043,0.0
RE1,CA_DEMTRANGSMIC,2,2043,0.0
RE1,CA_DEMTRANGSSTT,1,2043,0.0
RE1,CA_DEMTRANGSSTT,2,2043,0.0
RE1,CA_DEMTRANGSTAX,1,2043,0.0
RE1,CA_DEMTRANGSTAX,2,2043,0.0
RE1,CA_DEMTRANGSTCK_C2P,1,2043,0.0
RE1,CA_DEMTRANGSTCK_C2P,2,2043,0.0
RE1,CA_DEMTRANGSTCK_CSG,1,2043,0.0
RE1,CA_DEMTRANGSTCK_CSG,2,2043,0.0
RE1,CA_DEMTRAPHEVFWD,1,2043,0.0
RE1,CA_DEMTRAPHEVFWD,2,2043,0.0
RE1,CA_DEMTRAPHEVLDV,1,2043,0.0
RE1,CA_DEMTRAPHEVLDV,2,2043,0.0
RE1,CA_DEMTRAPHEVTAX,1,2043,0.0
RE1,CA_DEMTRAPHEVTAX,2,2043,0.0
RE1,CA_EXPCOA,1,2043,0.0
RE1,CA_EXPCOA,2,2043,0.0
RE1,CA_IMPBET,1,2043,9999.0
RE1,CA_IMPBET,2,2043,0.0
RE1,CA_IMPDSL,1,2043,18.98
RE1,CA_IMPDSL,2,2043,0.0
RE1,CA_IMPFOL,1,2043,8.87
RE1,CA_IMPFOL,2,2043,0.0
RE1,CA_IMPGSL,1,2043,16.07
RE1,CA_IMPGSL,2,2043,0.0
RE1,CA_IMPJET,1,2043,18.71
RE1,CA_IMPJET,2,2043,0.0
RE1,CA_IMPLNG,1,2043,11.57
RE1,CA_IMPLNG,2,2043,0.0
RE1,CA_IMPLPG,1,2043,12.12
RE1,CA_IMPLPG,2,2043,0.0
RE1,CA_IMPOIL_1LIV,1,2043,11.29
RE1,CA_IMPOIL_2MED,1,2043,11.29
RE1,CA_IMPOIL_3PES,1,2043,13.49
RE1,CA_IMPURN,1,2043,0.00221
RE1,CA_IMPURN,2,2043,0.0
RE1,CA_MINAFR,1,2043,4.58
RE1,CA_MINAFR,2,2043,0.0
RE1,CA_MINCOA,1,2043,2.57
RE1,CA_MINCOA,2,2043,0.0
RE1,CA_MINNGS,1,2043,10.84
RE1,CA_MINNGS,2,2043,0.0
RE1,CA_MINOIL_1LIV,1,2043,12.09
RE1,CA_MINOIL_1LIV,2,2043,0.0
RE1,CA_MINOIL_2MED,1,2043,12.09
RE1,CA_MINOIL_2MED,2,2043,0.0
RE1,CA_MINOIL_3PES,1,2043,12.09
RE1,CA_MINOPL,1,2043,19.4
RE1,CA_MINOPL,2,2043,0.0
RE1,CA_MINWAS,1,2043,0.0
RE1,CA_MINWAS,2,2043,0.0
RE1,CA_MINWOO,1,2043,0.0
RE1,CA_MINWOO,2,2043,0.0
RE1,CA_PWRAFR,1,2043,0.0
RE1,CA_PWRAFR,2,2043,0.0
RE1,CA_PWRBGS,1,2043,0.0
RE1,CA_PWRBGS,2,2043,0.0
RE1,CA_PWRCOA,1,2043,0.0
RE1,CA_PWRCOA,2,2043,0.0
RE1,CA_PWRCOACCS,1,2043,0.0
RE1,CA_PWRCOACCS,2,2043,0.0
RE1,CA_PWRCSP,1,2043,0.0
RE1,CA_PWRCSP,2,2043,0.0
RE1,CA_PWRDIST,1,2043,0.0
RE1,CA_PWRDIST,2,2043,0.0
RE1,CA_PWRFOL,1,2043,0.0
RE1,CA_PWRFOL,2,2043,0.0
RE1,CA_PWRHYDDAM,1,2043,0.0
RE1,CA_PWRHYDDAM,2,2043,0.0
RE1,CA_PWRHYDROR,1,2043,0.0
RE1,CA_PWRHYDROR,2,2043,0.0
RE1,CA_PWRLPG,1,2043,0.0
RE1,CA_PWRLPG,2,2043,0.0
RE1,CA_PWRNGSCCS,1,2043,0.0
RE1,CA_PWRNGSCCS,2,2043,0.0
RE1,CA_PWRNGS_CC,1,2043,0.0
RE1,CA_PWRNGS_CC,2,2043,0.0
RE1,CA_PWRNGS_CS,1,2043,0.0
RE1,CA_PWRNGS_CS,2,2043,0.0
RE1,CA_PWRNUC,1,2043,0.0
RE1,CA_PWRNUC,2,2043,0.0
RE1,CA_PWRSOLRTP,1,2043,0.0
RE1,CA_PWRSOLRTP,2,2043,0.0
RE1,CA_PWRSOLUGE,1,2043,0.0
RE1,CA_PWRSOLUGE,2,2043,0.0
RE1,CA_PWRSOLUPE,1,2043,0.005
RE1,CA_PWRSOLUPE,2,2043,0.0
RE1,CA_PWRTRN,1,2043,0.0
RE1,CA_PWRTRN,2,2043,0.0
RE1,CA_PWRWNDOFS_FIX,1,2043,0.0
RE1,CA_PWRWNDOFS_FIX,2,2043,0.0
RE1,CA_PWRWNDOFS_FLO,1,2043,0.0
RE1,CA_PWRWNDOFS_FLO,2,2043,0.0
RE1,CA_PWRWNDONS,1,2043,0.0
RE1,CA_PWRWNDONS,2,2043,0.0
RE1,CA_TYDBDL,1,2043,0.0
RE1,CA_TYDBDL,2,2043,0.0
RE1,CA_TYDBET,1,2043,0.0
RE1,CA_TYDBET,2,2043,0.0
RE1,CA_TYDDSL,1,2043,0.0
RE1,CA_TYDDSL,2,2043,0.0
RE1,CA_TYDGSL,1,2043,0.0
RE1,CA_TYDGSL,2,2043,0.0
RE1,CA_TYDJET,1,2043,0.0
RE1,CA_TYDJET,2,2043,0.0
RE1,CA_TYDLPG,1,2043,0.0
RE1,CA_TYDLPG,2,2043,0.0
RE1,CA_TYDNGS,1,2043,0.0
RE1,CA_TYDNGS,2,2043,0.0
RE1,CA_UPSALK,1,2043,0.0
RE1,CA_UPSALK,2,2043,0.0
